"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:22:50.9765040 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0186523 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\cdfview.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0186663 PM","main.exe","24160","RegOpenKey","HKCR\Applications\cdfview.dll","SUCCESS","Desired Access: Read"
"12:22:51.0186866 PM","main.exe","24160","RegQueryKey","HKCR\Applications\cdfview.dll","SUCCESS","Query: Name"
"12:22:51.0186972 PM","main.exe","24160","RegQueryKey","HKCR\Applications\cdfview.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0187217 PM","main.exe","24160","RegQueryKey","HKCR\Applications\cdfview.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0187462 PM","main.exe","24160","RegCloseKey","HKCR\Applications\cdfview.dll","SUCCESS",""
"12:22:51.0207223 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\cryptext.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0207361 PM","main.exe","24160","RegOpenKey","HKCR\Applications\cryptext.dll","SUCCESS","Desired Access: Read"
"12:22:51.0207575 PM","main.exe","24160","RegQueryKey","HKCR\Applications\cryptext.dll","SUCCESS","Query: Name"
"12:22:51.0207695 PM","main.exe","24160","RegQueryKey","HKCR\Applications\cryptext.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0207954 PM","main.exe","24160","RegQueryKey","HKCR\Applications\cryptext.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0208220 PM","main.exe","24160","RegCloseKey","HKCR\Applications\cryptext.dll","SUCCESS",""
"12:22:51.0213676 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\dsquery.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0213858 PM","main.exe","24160","RegOpenKey","HKCR\Applications\dsquery.dll","SUCCESS","Desired Access: Read"
"12:22:51.0214068 PM","main.exe","24160","RegQueryKey","HKCR\Applications\dsquery.dll","SUCCESS","Query: Name"
"12:22:51.0214196 PM","main.exe","24160","RegQueryKey","HKCR\Applications\dsquery.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0214462 PM","main.exe","24160","RegQueryKey","HKCR\Applications\dsquery.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0214726 PM","main.exe","24160","RegCloseKey","HKCR\Applications\dsquery.dll","SUCCESS",""
"12:22:51.0281739 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\msconf.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0281853 PM","main.exe","24160","RegOpenKey","HKCR\Applications\msconf.dll","SUCCESS","Desired Access: Read"
"12:22:51.0281997 PM","main.exe","24160","RegQueryKey","HKCR\Applications\msconf.dll","SUCCESS","Query: Name"
"12:22:51.0282091 PM","main.exe","24160","RegQueryKey","HKCR\Applications\msconf.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0282301 PM","main.exe","24160","RegQueryKey","HKCR\Applications\msconf.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0282508 PM","main.exe","24160","RegCloseKey","HKCR\Applications\msconf.dll","SUCCESS",""
"12:22:51.0289646 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\msrating.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0289758 PM","main.exe","24160","RegOpenKey","HKCR\Applications\msrating.dll","SUCCESS","Desired Access: Read"
"12:22:51.0289906 PM","main.exe","24160","RegQueryKey","HKCR\Applications\msrating.dll","SUCCESS","Query: Name"
"12:22:51.0290000 PM","main.exe","24160","RegQueryKey","HKCR\Applications\msrating.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0290214 PM","main.exe","24160","RegQueryKey","HKCR\Applications\msrating.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0290436 PM","main.exe","24160","RegCloseKey","HKCR\Applications\msrating.dll","SUCCESS",""
"12:22:51.0290943 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\netshell.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0291059 PM","main.exe","24160","RegOpenKey","HKCR\Applications\netshell.dll","SUCCESS","Desired Access: Read"
"12:22:51.0291211 PM","main.exe","24160","RegQueryKey","HKCR\Applications\netshell.dll","SUCCESS","Query: Name"
"12:22:51.0291307 PM","main.exe","24160","RegQueryKey","HKCR\Applications\netshell.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0291521 PM","main.exe","24160","RegQueryKey","HKCR\Applications\netshell.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0291732 PM","main.exe","24160","RegCloseKey","HKCR\Applications\netshell.dll","SUCCESS",""
"12:22:51.0307663 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\oledb32.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0307784 PM","main.exe","24160","RegOpenKey","HKCR\Applications\oledb32.dll","SUCCESS","Desired Access: Read"
"12:22:51.0307960 PM","main.exe","24160","RegQueryKey","HKCR\Applications\oledb32.dll","SUCCESS","Query: Name"
"12:22:51.0308069 PM","main.exe","24160","RegQueryKey","HKCR\Applications\oledb32.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0308300 PM","main.exe","24160","RegQueryKey","HKCR\Applications\oledb32.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0308552 PM","main.exe","24160","RegCloseKey","HKCR\Applications\oledb32.dll","SUCCESS",""
"12:22:51.0321598 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\photoviewer.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0321724 PM","main.exe","24160","RegOpenKey","HKCR\Applications\photoviewer.dll","SUCCESS","Desired Access: Read"
"12:22:51.0321910 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: Name"
"12:22:51.0322012 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0322615 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0330379 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: Name"
"12:22:51.0330530 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0330643 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\photoviewer.dll","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:22:51.0330827 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: Name"
"12:22:51.0330921 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0331032 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\photoviewer.dll","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:22:51.0331221 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: Name"
"12:22:51.0331320 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0331844 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0332042 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: Name"
"12:22:51.0332204 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0332412 PM","main.exe","24160","RegQueryKey","HKCR\Applications\photoviewer.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0332628 PM","main.exe","24160","RegCloseKey","HKCR\Applications\photoviewer.dll","SUCCESS",""
"12:22:51.0371940 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\shdocvw.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0372065 PM","main.exe","24160","RegOpenKey","HKCR\Applications\shdocvw.dll","SUCCESS","Desired Access: Read"
"12:22:51.0372223 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shdocvw.dll","SUCCESS","Query: Name"
"12:22:51.0372334 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shdocvw.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0372574 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shdocvw.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0372802 PM","main.exe","24160","RegCloseKey","HKCR\Applications\shdocvw.dll","SUCCESS",""
"12:22:51.0373371 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\shell32.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0373505 PM","main.exe","24160","RegOpenKey","HKCR\Applications\shell32.dll","SUCCESS","Desired Access: Read"
"12:22:51.0373667 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shell32.dll","SUCCESS","Query: Name"
"12:22:51.0373776 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shell32.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0374013 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shell32.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0374252 PM","main.exe","24160","RegCloseKey","HKCR\Applications\shell32.dll","SUCCESS",""
"12:22:51.0374800 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\shscrap.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0374930 PM","main.exe","24160","RegOpenKey","HKCR\Applications\shscrap.dll","SUCCESS","Desired Access: Read"
"12:22:51.0375093 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shscrap.dll","SUCCESS","Query: Name"
"12:22:51.0375201 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shscrap.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0375447 PM","main.exe","24160","RegQueryKey","HKCR\Applications\shscrap.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0375695 PM","main.exe","24160","RegCloseKey","HKCR\Applications\shscrap.dll","SUCCESS",""
"12:22:51.0384297 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\url.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.0384424 PM","main.exe","24160","RegOpenKey","HKCR\Applications\url.dll","SUCCESS","Desired Access: Read"
"12:22:51.0384611 PM","main.exe","24160","RegQueryKey","HKCR\Applications\url.dll","SUCCESS","Query: Name"
"12:22:51.0384722 PM","main.exe","24160","RegQueryKey","HKCR\Applications\url.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0384951 PM","main.exe","24160","RegQueryKey","HKCR\Applications\url.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.0385184 PM","main.exe","24160","RegCloseKey","HKCR\Applications\url.dll","SUCCESS",""
"12:22:51.0431295 PM","main.exe","24160","CreateFile","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0431772 PM","main.exe","24160","QueryBasicInformationFile","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll","SUCCESS","CreationTime: 11/27/2025 7:05:15 PM, LastAccessTime: 4/3/2026 9:41:27 PM, LastWriteTime: 11/27/2025 7:05:15 PM, ChangeTime: 3/29/2026 1:26:46 PM, FileAttributes: A"
"12:22:51.0431923 PM","main.exe","24160","CloseFile","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll","SUCCESS",""
"12:22:51.0437045 PM","main.exe","24160","CreateFile","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0437399 PM","main.exe","24160","QueryBasicInformationFile","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll","SUCCESS","CreationTime: 11/27/2025 7:05:15 PM, LastAccessTime: 4/3/2026 9:41:27 PM, LastWriteTime: 11/27/2025 7:05:15 PM, ChangeTime: 3/29/2026 1:26:46 PM, FileAttributes: A"
"12:22:51.0437525 PM","main.exe","24160","CloseFile","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll","SUCCESS",""
"12:22:51.0733892 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0734296 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0734400 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0740317 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0740608 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0740742 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0763546 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0763873 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0763972 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0767228 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0767466 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0767546 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0789616 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0789897 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0790034 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0794630 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0795201 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0795348 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0802597 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0802924 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0803011 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0806411 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0806687 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0806770 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0818492 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0818747 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0819110 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0825438 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0825841 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0825979 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0833624 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0833931 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0834046 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0838484 PM","main.exe","24160","CreateFile","C:\Windows\System32\ieframe.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0838828 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\ieframe.dll","SUCCESS","CreationTime: 3/11/2026 1:06:42 PM, LastAccessTime: 4/4/2026 12:21:32 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:17 AM, FileAttributes: A"
"12:22:51.0838960 PM","main.exe","24160","CloseFile","C:\Windows\System32\ieframe.dll","SUCCESS",""
"12:22:51.0969890 PM","main.exe","24160","QueryOpen","D:\Work\FingerDraw\FingerDraw\windows-server\Application\wmploc.dll","NAME NOT FOUND",""
"12:22:51.0974540 PM","main.exe","24160","CreateFile","C:\Windows\System32\wmploc.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0974881 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\wmploc.DLL","SUCCESS","CreationTime: 1/6/2025 3:39:16 PM, LastAccessTime: 4/3/2026 2:55:47 AM, LastWriteTime: 1/6/2025 3:36:14 PM, ChangeTime: 3/21/2026 12:40:31 PM, FileAttributes: A"
"12:22:51.0974986 PM","main.exe","24160","CloseFile","C:\Windows\System32\wmploc.DLL","SUCCESS",""
"12:22:51.0978874 PM","main.exe","24160","QueryOpen","D:\Work\FingerDraw\FingerDraw\windows-server\Application\wmploc.dll","NAME NOT FOUND",""
"12:22:51.0981395 PM","main.exe","24160","CreateFile","C:\Windows\System32\wmploc.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.0981660 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\wmploc.DLL","SUCCESS","CreationTime: 1/6/2025 3:39:16 PM, LastAccessTime: 4/3/2026 2:55:47 AM, LastWriteTime: 1/6/2025 3:36:14 PM, ChangeTime: 3/21/2026 12:40:31 PM, FileAttributes: A"
"12:22:51.0981744 PM","main.exe","24160","CloseFile","C:\Windows\System32\wmploc.DLL","SUCCESS",""
"12:22:51.2067160 PM","main.exe","24160","RegOpenKey","HKCU\Software\Classes\Applications\zipfldr.dll","NAME NOT FOUND","Desired Access: Read"
"12:22:51.2067284 PM","main.exe","24160","RegOpenKey","HKCR\Applications\zipfldr.dll","SUCCESS","Desired Access: Read"
"12:22:51.2067475 PM","main.exe","24160","RegQueryKey","HKCR\Applications\zipfldr.dll","SUCCESS","Query: Name"
"12:22:51.2067580 PM","main.exe","24160","RegQueryKey","HKCR\Applications\zipfldr.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.2067823 PM","main.exe","24160","RegQueryKey","HKCR\Applications\zipfldr.dll","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:22:51.2068116 PM","main.exe","24160","RegCloseKey","HKCR\Applications\zipfldr.dll","SUCCESS",""
"12:22:51.5062393 PM","main.exe","24160","CreateFile","C:\Windows\System32\mscms.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.5062980 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\mscms.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:21:49 PM, LastWriteTime: 3/11/2026 1:06:41 PM, ChangeTime: 3/12/2026 12:16:23 AM, FileAttributes: A"
"12:22:51.5063171 PM","main.exe","24160","CloseFile","C:\Windows\System32\mscms.dll","SUCCESS",""
"12:22:51.5067939 PM","main.exe","24160","CreateFile","C:\Windows\System32\mscms.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.5068422 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\mscms.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:21:49 PM, LastWriteTime: 3/11/2026 1:06:41 PM, ChangeTime: 3/12/2026 12:16:23 AM, FileAttributes: A"
"12:22:51.5068537 PM","main.exe","24160","CloseFile","C:\Windows\System32\mscms.dll","SUCCESS",""
"12:22:51.5177773 PM","main.exe","24160","CreateFile","C:\Windows\System32\mscms.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.5178161 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\mscms.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:21:49 PM, LastWriteTime: 3/11/2026 1:06:41 PM, ChangeTime: 3/12/2026 12:16:23 AM, FileAttributes: A"
"12:22:51.5178267 PM","main.exe","24160","CloseFile","C:\Windows\System32\mscms.dll","SUCCESS",""
"12:22:51.5182674 PM","main.exe","24160","CreateFile","C:\Windows\System32\mscms.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:51.5182986 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\mscms.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:21:49 PM, LastWriteTime: 3/11/2026 1:06:41 PM, ChangeTime: 3/12/2026 12:16:23 AM, FileAttributes: A"
"12:22:51.5183156 PM","main.exe","24160","CloseFile","C:\Windows\System32\mscms.dll","SUCCESS",""
"12:22:51.5210687 PM","main.exe","24160","QueryOpen","D:\Work\FingerDraw\FingerDraw\windows-server\Application\cryptext.dll","NAME NOT FOUND",""
"12:22:51.5214774 PM","main.exe","24160","CreateFile","C:\Windows\System32\cryptext.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
